time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-04 00:00:00+00:00,10,5,12,3
2025-05-05 00:00:00+00:00,11,7,82,7
2025-05-06 00:00:00+00:00,15,11,18,3
2025-05-07 00:00:00+00:00,15,8,18,5
2025-05-08 00:00:00+00:00,5,5,78,9
2025-05-09 00:00:00+00:00,10,8,4,2
2025-05-10 00:00:00+00:00,4,4,7,4
2025-05-11 00:00:00+00:00,5,5,1,1
2025-05-12 00:00:00+00:00,4,4,15,10
2025-05-13 00:00:00+00:00,8,5,15,5
2025-05-14 00:00:00+00:00,10,7,9,6
2025-05-15 00:00:00+00:00,7,7,15,4
2025-05-16 00:00:00+00:00,6,5,10,5
2025-05-17 00:00:00+00:00,9,6,2,2
